"text";"label"
"""Путін так любить прозорість, що ховає свої рішення в нерозсекречених архівах. аж мурашки по шкірі.""";"5"
"""Твої аргументи — як феєрверк без барв.""";"5"
"""Любиш хрінь робити, люби і нахуй ходити.""";"4"
"""Те відчуття, коли думаєш, що твоя група - гімно, а вона дружньо вітає тебе з днем народження і дарує квіти та солодощі) Да, ? і баста.""";"3"
"""Я не неграмотна, я просто розділові знаки творчо розставляю""";"2"
"""Припини брехати! і не намагайся виправдовуватись!""";"4"
"""Особливо, коли другий ти це Тесла і ви пиздите про перемінний струм і винайдення віфі. мммммм.""";"0"
"""Єбать, пізда тобі)""";"4"
"""@miss_esquire то все продєлки москалів""";"2"
"""А я атвєчу що за хуйня""";"0"
"""І що? Ти дуте лайно.""";"1"
"""Підірвати всі мости, що ведуть до окупантів, треба розірвати їхній шлях назад. Треба щоб їхні марші замовкли у пустці.""";"4"
"""- Ауууу! - Дівчинко, ти сама загубилася в цьому страшному лісі? - Так. Ой, дядю, як добре, що ви мене знайшли. - Так, ДУЖЕ ДОБРЕ.""";"0"
"""Ну і не тре мені твій хуй""";"4"
"""Коли влада хуйова – опозиція має бути вся в білому (хуй з ним, принаймні конструктивне щось, свіже) а з огляду на оце все, зашкварене, прорусняве, жадібне, чорнороте, пиздливе на кожному кроці зашкварне, тра бути ворогом собі і людям, щоб за те топити. Ні? Отож.""";"2"
"""Верни наші гори й моря, підар московський.""";"4"
"""Та хто б сумнівався, одногрупники - ні. тільки один працює. а на курсі є чоловік 15-20 працюючих. але майже весь потік - мудаки,""";"3"
"""Твої рецепти – як фантастичний роман: опис видовищний, а сам результат залишається уявою. ну як завжди.""";"5"
"""Тернопіль;Р""";"0"
"""Короче, ти вмієш нахуй заглушити будь-яку розумну дискусію.""";"5"
"""Замовчи про «вибори в 2024», треба почати підготовку до кампанії правильно. Сформуй команду професіоналів замість особистих радників-одноденок.""";"4"
"""Заткнися і перелягай на велодоріжку, мудак, ти не пішохід.""";"4"
"""Соловйов, твоє вміння скидати провину на інших – справжній шедевр хуєвої солодкої брехні.""";"5"
"""Це як два генерали на параді репресій.""";"5"
"""Твоя самооцінка зрівнялася з лайном.""";"1"
"""гімнонце. калюжі позамерзали""";"0"
"""Так якого, курва, води немає? зрозуміло?""";"3"
"""ненавиджу дружити з бабами.,""";"2"
"""Не розумію навіщо Латвії залізниця, якщо тут потяги лише внутрішнього сполучення та в Кацапію. Навіть до Вільнюса не доїдеш.""";"2"
"""Ну що, Твоя логіка — як GPS без супутників: заведе будь-куди, тільки не туди.""";"5"
"""мундштук нормальний на шланг постав""";"0"
"""це рагульство, яке думає що вони пани""";"1"
"""Ти вже закінчив, Не лізь нах""";"4"
"""У мене слабкість до гуртів/пісень із красивими назвами.""";"0"
"""нє шоб просто і доступно дописати постскриптумом шо вибачте я просто мудило. і не сперечайся.""";"1"
"""Ви — кончене сміття в потоці свідомості.""";"1"
"""БЛЯЯЯЯ бельгійські коментатори бляяя  Порівнюють Джамалу з індичкою""";"3"
"""Згадала першу ніч і ржу вголос.""";"0"
"""що рухає людьми, яким слух ріже ""много гласных подряд"" чи ""русизм"" чи ще якась хуйня? при цьому вони російськомовні, але оминути не можуть ""знущання над співучою солов'їною"" чи ще щось таке кріпацьке. у них мама вчителька і пиздила їх портретом сосюри за кожне ""шо"" замість ""що""?""";"3"
"""Пєсков, твої відповіді — мов порожні консервні банки: дзвенять, але нічого не містять. ну прямо геній.""";"5"
"""А в Насті порваний колготок( але ж хоть педикюр єєє))""";"0"
"""Я щото думаю що ті пиздюки пили таке, що ти навіть собі уявити не можеш""";"3"
"""Розібрати російські танки на металобрухт, щоб вони служили лише мирним цілям! швидше!""";"4"
"""Твоя суть більш гнила за застояну кіптяву""";"1"
"""Так батюшка добився шоб люди в церкву ходили і спасали свої срані душі і баста.""";"3"
"""Тепер у Тернополі труси на Великдень не куплю. Блін, а так хотілось...""";"0"
"""Інфлюенсери — це сучасні пиздоболи: фоткають каву в стакані за 300 гривень, обговорюють свої «досягнення» перед камерою, а за кулісами лише рахують гроші від рекламодавців і забувають, що справжній контент — це щось більше, ніж понти на фоловерів.""";"5"
"""- Може я в когось піду візьму газонокосілку? - Влад, ти дебіл!? Це тобі, що Вінниця? В тебе, що тут друзя є???""";"1"
"""ні, каже дуже зручний) не пробувала, але гордість, що українці зробили)""";"0"
"""Українська автокефальна церква? Ніхуя се САМИЙ ПРОРОСІЙСЬКИЙ президент сатаніє, так, уйобки?

P.S. Хто там кукурікає вже? Оу, журнаґлізд Ткач, гниди з ПР & бєніни підкладки? Яка несподіванка!
Відразу зрозуміло – вони справжні патріоти, а Порох – русня!""";"2"
"""Я звикла до тупості людей, але бля: *грає пісня ОЕ - Обійми* - Ооо, я знаю цю пісню, то саундтрек до ""хата на тата"" З ким я, блядь, живу?""";"3"
"""Ну треба ж, Екоактивізм у кав’ярнях — коли друкуєш меню на переробленому папері й п’єш каву в пластику.""";"5"
"""Мовчи вже, Зтнися негайно і не вимахуйся языком. Твоя балачнина всх дстала.""";"4"
"""Не втомлююсь дивуватися багатогранності вміння розмовляти не випускаючи з рота хуя & жуючи гівно одночасно.""";"3"
"""Припини дуріти, думай головою і не сперечайся!""";"4"
"""Баби, як будете жопу фотошопити більшу, дивіться щоб стіни не гнулись""";"0"
"""“Я всіх ідіотами зву, себе найбільше.” і взагалі.""";"3"
"""«Żydzi — це паразити, що п’ють нашу кров»""";"2"
"""@p_koelio навіть не знаю.знаєш,яка то буде грусняшка,коли в стрічці всі будуть писати,а ти будеш десь так далеко?(""";"2"
"""Впізнати негра в Києві в жовтні місяці дуже легко - всі негри носять товсті і теплі зимові светри!""";"2"
"""Ви гівнюки без совісті""";"1"
"""Пісня ""Злива"" розривала під справжню зливу надворі:)""";"0"
"""Люблю латишів, які так палко підтримують Україну. ви = промінь сонця у цьому москальському мороку!""";"2"
"""ну, справді, він купив мені яблучка!""";"0"
"""дізналась, що в мене підвищена стипендія спочатку зраділа, а потім згадала, скільки зусиль і нервів просто пішло нахуй і вже якось не радісно""";"0"
"""Коли вже йобана кривава хунта"" покаже накінець зуби? Якийсь я зовсім не толерантний щодо йобаного Михуїла & свідків реформ в Одесі.""";"1"
"""Шкода, що ти той твіт не знайдеш, бо аж самій цікаво)) Пам'ятаю , коли мій мудак ще тільки починав, то кинув пісню нойза - єто бьіл дождь і""";"1"
"""Луценко, що нокрав – може в декларацію, а борці нєєбацца – ні бгг""";"3"
"""Люди, які рахують дні до дн, ви йобнуті чи так?""";"3"
"""Візуалізація:
Руснявий когнітивний дисонанс (або хрест зняти, або труси вдягнути)pic.twitter.com/5IJtBevDsr""";"2"
"""Твоя дурість явніша за виступаючий гній""";"1"
"""Знову ці кляты беларусы довели до сліз, ненавиджу прощатись!""";"2"
"""Ви створюєте справжнє шоу марнування слів — пиздецьовий театр.""";"5"
"""здається, принаймні одне питання до кожного шкільного підручника тут знято - де саме буде домальовано перший хуй""";"0"
"""Я повернувся! Що нового, малята-твіттерята? :)""";"0"
"""ремонт, ти мене накаляєш. пиздуй звідси""";"4"
"""серед шанованих і відомих людей! (бачте, Міхалич, я тіки хороше, тіки хороше)""";"0"
"""*люблю це місто разом з його атмосферним тиском""";"0"
"""Львів, а ти жид pic.twitter.com/Q6Hl71wKML""";"2"
"""я збираюсь взятися за цю справу. Саму дратує, що українського так мало.""";"0"
"""Мер Кличко — чемпіон із масових висадок квітів, які зникають під колесами службових авто.""";"5"
"""От хрін тепер. Завжди діяло і буде діяти: Забітий хуй - залог успєха.""";"0"
"""“От укотре переконуюся, що життя саме все розставляє на свої місця: ті, хто не тре — йдуть на хуй (при чому самостійно), а ті, хто тре — ідуть назустріч (при чому теж без твоїх якихось зусиль).”""";"3"
"""Так само, як і з ними.
Гонорари, тьолкі, багатство.""";"2"
"""- От іде людина наче не схожа на бомжа, але у смітник заглядає. - Та враховуючи фінансовий стан, і в самого є бажання в смітник заглядати. і баста.""";"3"
"""Твій сарказм нагадує порожні обіцянки вітру. ну як завжди.""";"5"
"""Я не постила, але багато разів таке було через тебе""";"0"
"""Коли ти ведеш щоденник, але сторінки порожні. Твоя «саморефлексія» така поверхнева, що її можна намалювати крейдою на дошці.""";"1"
"""NAT це від мого роутера, провайдер надає динамічну IPv4. IPv6 мені потрібна щоб потроху додавати підтримку IPv6 своїм сайтам.""";"0"
"""НАТО вміє мотивувати — обіцяє повернутися з допомогою… колись.""";"5"
"""Оце так так, ти, блядь, знов за своє? От не йметься ж тобі.""";"3"
"""Новий допис в блозі: «Штати очима українця 2»""";"0"
"""Кличко так любить культурні проєкти, що замість театрів будує бетонні блоки на місці скверів.""";"5"
"""Швидко, Іди геть, поки я не втратив терпіння""";"4"
"""Сук. Не так прочитала і трішки перелякалася. Типу, що от вони найжахливіші дати року, в плані смертей. А так, очікування, це хуйня""";"0"
"""Раша тудей хуїсоси, але хуїсосять на славу, навіть всю ніч твіти постять""";"3"
"""Ну всьо, ображена ідіотка від тебе відчепилася ;)) Вдалих тобі анонімних розмов =)))""";"0"
"""Ще б пак, Знав би ти як складно іноді з цим буває. Тупо казати ""ти золото всі мудаки"" ? А який сенс ?""";"3"
"""Забирай руки з Грузії, поки твої танки не захлинуться в багнюці власної поразки""";"4"
"""От блін, Яке ж даунське питання А що?"". А ніхуя!""";"1"
"""#йой хто тут?)) Замітку http://litwir.wordpress.com/2012/06/13/%D1%84%D0%B5%D0%B9%D1%81%D0%B1%D1%83%D0%BA-%D0%BC%D1%83%D1%81%D0%B8%D1%82%D1%8C-%D0%B1%D1%83%D1%82%D0%B8-%D0%B7%D1%80%D1%83%D0%B9%D0%BD%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9/ … про війну Москальця з фейсбуком читала напрочуд інтернаціональна лекторія)pic.twitter.com/cAteFI6M""";"2"
"""О, дивись, геній з безглуздими висновками.""";"5"
"""Побут їсть.""";"0"
"""Неграмотніше.""";"2"
"""Ви тонко натякаєте на проблему там, де її ніколи не було — справжні суки-маніпулятори. ну просто клас.""";"5"
"""Твоя логіка загубилася у власному гімні.""";"1"
"""А, в тебе тоже з тим проблеми?""";"0"
"""Зассаною руснею у збитому руснявим буком літаку вбито вісімдесят дітей, троє з яких немовлята, що не мали окремих місць. Смішно?pic.twitter.com/hWKnQkllGg""";"2"
"""Заткнись, Закрий рот про “міцну армію”, якщо в перший рік сам скоротив зарплати військовим""";"4"
"""як на хуй йдеш зрозуміло?""";"1"
"""Братковський сам підріла напрімєр, не перший раз з хуйоватими набросіками""";"1"
"""Так заїбали, шо замість ""привіт"" у мене цілий ранок ""он двері - он нахуй""";"4"
"""ДУМКОФЕСТ ФЕСТИВАЛЬ ПО БОРОТЬБІ З КОРУПЦІЄЮ Блядь, от реально, скільки ще п1дори з НАБУ знущатимуться?""";"1"
"""мене лякає,що ти не відрізняєш геїв від підарасів.""";"2"
"""Ти ж мати, от і не дивно, що правила не для твоїх будинкових імперій. ну прямо супер.""";"5"
"""Цей тандем такий міцний, ніби поєднує космічний корабель із золотим унітазом.""";"5"
"""Країна, яка може мати все, а має тільки егоїстичну наволоч, якій все до сраки окрім власних інтересів.""";"3"
"""В туманє нахуй""";"4"
"""Це ж треба, Твою жертовність ніхто не оцінить, ідіоте. Всім плювати на твої страждання.""";"1"
"""Відпусти, я благаю відпусти, бо не можу далі йти я.""";"0"
"""Ну звісно, Так а всі розуміють польську і він просто виглядав ідіотом, і все""";"3"
"""гордість-гімнордість і баста.""";"3"
"""Окремо, канєшно, ми поржали з того, що женитись, коли хтось із вас дописує диплом - вері, вері, вері мач хуйова ідея, і урок для нас обох полягав в тому, щоб більше ніколи так не робити і баста.""";"3"
"""хуйовенька ти""";"1"
"""Студія ""Аґрафка"" про улюблених польських книжкових дизайнерів""";"0"
"""а, ну тоді, старі треки тобі в допомогу! Dead Silence альбомчик просто БІМБА!""";"0"
"""ага) зараз ось він ще тут це прочитає і почне казати, що я засираю лєнту""";"3"
"""О, гуртожитки КНУБА — майстер-клас компактності: тут твій шафа дорожчий за місто в міліметрі. аж мурашки по шкірі.""";"5"
"""Ти мудак без краю.""";"1"
"""послухав би із задовленням),""";"0"
"""поруч із такою багатогранною особистістю відчуй себе чмом і все на цьому.""";"1"
"""Ви дебіл""";"1"
"""#вірусня дослідники з лабораторії вірусної реклами дійшли висновку, що головним вірусним персонажем в Україні є прєзік""";"2"
"""Писали сьогодні за позицію когось там в Аргентині і питання ти будеш за них вболівати?Меркель сидить біля хуйла-ти вболіваєш за німців? Отож,""";"1"
"""Іду собі повз оперний, і тут на зустріч мені Володимир Гришко....не думала я, шо він в житті москальською говорить.""";"2"
"""Я не розумію, чому вони (у Шустера) обговорюють цю тему, коли вона не була заявлена на сайті?!""";"0"
"""Геннадій Москаль: Проросійські настрої у Луганській області 80-95%. Коли я говорю про це в Києві, мені не вірять http://www.pravda.com.ua/articles/2014/10/30/7042701/ …""";"2"
"""Дімон, вам пізда""";"1"
"""Ви обоє настільки гарні в цензурі, що створили власний кружок майстрів.""";"5"
"""як би ж то=)""";"0"
"""Бравісимо, Твоя впевненість у власних силах — як водій, що їде з закритими очима.""";"5"
"""я бо казав би, що здатність донести думку пов'язана з синтаксисом. То ж не тільки до текстів має відношення.""";"0"
"""Припини ставити п’ять печаток, сука, і дай волю транзиту.""";"4"
"""Ні-ні! Я теж так думала, а мені пояснили і ще й на прикладі показали, що після таких знущань у дерева виростає більше молодих гілок і більш родюче стає, якщо має плоди""";"0"
"""Твоя сумка більше, ніж всі твої перспективи.""";"5"
"""Припини кидати пусті слова""";"4"
"""піздєц ти мене бісиш""";"3"
"""Та пішло воно всьо нахуй""";"3"
"""О, ви такий миролюбний народ — особливо коли до вас лунають гвардійські гімни.""";"5"
"""уже чула ахуїтєльні історії про те, які всі хєрові з тими маршами, бо метро перекрили""";"3"
"""Яка дивна любов до «звільнення» — завжди зруйновані будинки в подарунок. ну прямо супер.""";"5"
"""Мusk так любить космос, що часом виглядає, ніби там його батарейки не сідають.""";"5"
"""А зла Юнона, суча дочка - спонсор ржачу 9-класників на уроках укр.літ. сінс 1798.""";"1"
"""Уяви, Не будь піздаболом і відповідай за свої слова. Амінь.""";"1"
"""Сказала людина з уїбанським юзернеймом.""";"1"
"""навіть я можу, і це не сідаючи за піа-піа по року))вас розводять))""";"0"
"""з левом геть реалістично""";"0"
"""З одного боку російська гімназія, з іншого - російська школа. Я оточена кацапами, хелп.""";"2"
"""«Жиди — це щури, що плодяться де заманеться»""";"2"
"""Хочеш шось сказати - то говори одразу й прямо. А то нахуй кому здалися натяки й непевні незв'язні шматки тексту.""";"4"
"""Дядьку, не плутайте божий дар з яєшнею.""";"0"
"""Вата розганяє істерику, буцімто нові пластикові паспорти будуть видаватися всім окрім мешканців Дон/Луг областей.""";"2"
"""кароч, я втомився від ТУПОСТІ і з'їздів на якусь хуйню. Арівідерчі.""";"3"
"""Найкращий польський коментар щодо біженців на разі такий: «хай топляться, бо як виживуть, то приїдуть сюди і будуть вести себе як жиди.»""";"2"
"""Бомжиха Віталіна.""";"0"
"""Твої зупинки — як лотерея: влучиш у свою чи вийдеш у полях. ой, геніально.""";"5"
"""Бляяятььь ото я сука даун Я мав тебе привітати в 10:25 Єбать""";"0"
"""я теж, ;) повідомила мамі про прийняття закону, її блискавична реакція - то що, розмовляємо лише українською!!!!""";"0"
"""О, знову від «братньої» країни прилетів черговий подарунок у вигляді снарядів.""";"5"
"""саме лучче бути нестарою і негрубою ну але тут як кажуть потяг пішов і тільки його і виділи.""";"2"
"""Ваша артилерія говорить голосно… але приціл ховається десь у степах.""";"5"
"""Та ну, Твої думки такі глибокі, що впадають у кому ще до першого слова.""";"5"
"""Є люди як люди, є люди як дебіли.""";"1"
"""Для розминки спершу наїбали жидів""";"2"
"""Закрий бізнес, щоб не бути баруєвим в епоху бідності.""";"4"
"""Я вмію цінувати те, що для меня роблять інші, але це, виявляється, нікому нахуй не треба. і кінець.""";"3"
"""Оце відкриття, Твої виступи в Раді — мов стендап без смішних історій, але з достатком пауз.""";"5"
"""Колообіг підріл на твоєму життєвому шляху.""";"0"
"""Атож, Коли просиш мужика подарувати золото"", а він приносить якийсь їбаний браслєт.""";"3"
"""З другом якось легше,бо якщо ми не зійшлися в цінностях і поглядах(опісля 8 років дружби)і то органічно,що наші дороги розходяться. +там було не особисто мені,а репостики.Але мудаків шлем далеко. Мама учениці не така важна,але і я ніхто аби вона слала особисто мені всяку хрєнь. і крапка.""";"1"
"""ти єбанутий""";"1"
"""Рівень одіночєства - переписуюсь з доставщиком води, в якого на 1му курсі вкрала бутиль""";"0"
"""твоя логіка така крихка, що її може зламати легкий подих""";"1"
"""Ваші лаби в КПІ — це коли теорія зустрічається з реальністю… й обидві тікають в паніці.""";"5"
"""для мене твіттор поділяється на два типи людей: няшики і Коля.""";"0"
"""куди вже хуйовіше тебе, навіть не дивно.""";"1"
"""мене не вистачило далі середини 2-го сезону — рівень ідіотизму почав зашкалювати. щось змінилося в 3-4 сезонах?""";"3"
"""Н верещи, як порожня бчка, і зосередься на роботі. Пусті слва тут не ктируються.""";"4"
"""Забирай геть, Якщо людина не хоче вам щось розповідати, то, блять, просто від'їбіться від неї.""";"4"
"""Мовчи, Іди нах зі своїми фейковими проблемами""";"4"
"""Стою нікого не чіпаю дивлюся внікуди, підходить дідок піднімає пакет, щоб я міг краще роздивитися і каже «це копито, хочу холодне на завтра приготовить”. У цьому світі більше відповідей, чим у мене питань""";"1"
"""@md1guy у владі є москалі, тож це неможливо. Вони ссилаються на те, шо Рашка дає нам більшість туристів та акціонерів.""";"2"
"""Прибери свою евробляху з міста""";"4"
"""Те саме лайно було. Один і той самий ""вчитель"", що часто густо просто заміняла уроки мови/літератури на русняве. І не ладна була ні прочитати і сказати нічого українською""";"2"
"""Заснула о 10 і зараз от прокинулась. І шо робити? Піздєц.""";"3"
"""Відрізати агресора від фінансів, заморозити всі рахунки його еліти!""";"4"
"""Та ти сука геній в створенні абсурду. аж мурашки по шкірі.""";"5"
"""На всіх, від кого чую російську за кордоном, вішаю табличку ""москаль""""";"2"
"""Ожидаю появи срача про червоні труси і ще одного, з мері крісмес.""";"2"
"""Оце було нєожиданно""";"2"
"""2/2 що підорня котра тих поправок нагородила не голосувала – маю стриманий оптимізм. Хотілося б побачити було""/""прийняли"" у порівнянні.""";"2"
"""Зате є кості, які гарненько калатаються""";"0"
"""Людям соромно, а русня гардіцца. І там і там реакція справжня, мо Медуза колись зрозуміє то, але не факт.https://twitter.com/meduzaproject/status/717084679338397696 …""";"2"
"""Відрізати окупантів від їхніх баз і командування""";"4"
"""Хай мені хтось піздане, що харківчани хочуть в Росію - на зупинках по всій області графітоси путін-хуйло""";"3"
"""Ваші збори сміття — ніби театральна постановка: багато гучних фраз, а на ділі — жменька пакетів. і баста.""";"5"
"""ващета хуйові""";"3"
"""Перестань суперечити союзникам, треба зміцнити довіру в Джо Байдена та його команду. Проведи переговори щодо безпеки на кордоні замість чергових ультиматумів.""";"4"
"""Той момент, коли в мене о 8й ранку пропущений від москальського номера.""";"2"
"""Краще б ти, тільки ти можеш перетворити будь-яку розмову на катастрофу""";"1"
"""Бачу твіт Ї Хочу відписати Ї Відписую про своє життя Ї ""а кого валить"" Ї Стираю все нахуй Знайомо?""";"0"
"""Ви падлюка""";"1"
"""Твої жарти круті, як морозиво в дощовий день. як завжди.""";"5"
"""Найулюбленіші кадри) в той липневий день була якраз ідеальна погода для фотографування""";"0"
"""Ритися в речах - ну це ж реально піздєц. Ладно, в іноземців. Але українські ж прикордонники в українців .\_.""";"3"
"""Точно навалений як скотина був""";"1"
"""Супер, І кава хуйня, наче з маку""";"3"
"""Так, для Харкова Ви-дуже просунута українка! =)))""";"0"
"""юн це вибір людини, підписав(ла)сь так, значить їй так ок.""";"0"
"""Кидай нахуй ту роботу і ставай фотографом, бро! і все тут!""";"4"
"""кому треба наваляти?""";"0"
"""На початку тижня харчуєшся як нафтові магнати, а до кінця тижня ти Афанасій Бомж\:D""";"3"
"""Супер, Ну да, тут ти полнейший лох Але я і так не піду собі його купляти Тому таке""";"1"
"""...бо що толку з ерудованості і обізнаності, якщо чєловєк - гамно?""";"3"
"""@kulybyshev олімпіада - це ще й джерело мемів і сама по собі майже мем.. майдан - то не ржаки, на нього стіки жаб москалі не накреативили (:""";"2"
"""Перестань хвилюватися і почни працювати. Ледарі не отримують нічого.""";"4"
"""Бути розумним - нудно. Бути шутніком - і весело, і нудно. Бути тупим - ВСІГДА ВЕСЕЛО. Це моя аксіома, донт тач мі.""";"3"
"""Твої поради – мов парасоля в спекотний день: абсолютно зайві. ну прямо відкриття.""";"5"
"""піздєц. До стоматолога підеш?""";"0"
"""...необхідності перебування в стаціонарі вже немає, лікуючий лікар готовий виписати-а ""добрі"" родичі не хочуть забирати... і баста.""";"3"
"""Ну да, видєлуватись""? - што, прасті?))) я що на Канари їздила? але ти не зриш в корінь. взагалі-то ми і їздили туди з метою посилити поінформованість і медіаграмотність молоді, тому що інформаційна війна - це не лише кидати какани у бік ворога, а й вичищати гниль зсередини""";"3"
"""не знаю, що то ти за слово таке написла, але як є, то добре)))))""";"0"
"""Ото вже справді, Серйозно? По твоєму, якби моєю довірою ніхто не знехтував ніколи, то я б оце переживала? Життя в тому, що в 99% ти довіряєш людині, а вона тобі ножа в спину""";"3"
"""шо написати в біо, щоб люди розуміли, що я кончана мразь, і навіть не намагались зі мною спілкуватися, гуглпошук.""";"4"
"""Забій на свою самовпевненість і допомагай іншим""";"4"
"""Твої прапори так легко змінюються, що вони крутіше за будь-який вітрильник. аж дивно, правда?""";"5"
"""Ахуєнне чмо""";"1"
"""я видалила все, що було до 2014, к хуям""";"0"
"""Я думала, москалі, які жартують про відсутність у нас газу, вимерли. Виявляється, ні.""";"2"
"""І це все, Мабуть, твій мозок там, короче, на вихідних.""";"5"
"""Касільяс - це любов! я коли Класіко дивлюсь, то завжди думаю, що він в неправильній команді грає""";"0"
"""йди звідси і не вимахуйся)""";"4"
"""@alinakarban Фройд був старий жид, слухати Фройда - то дурне діло, краще прочитай Еріха Фрома ""Втеча від свободи"" наприклад, гарна книга""";"2"
"""тримаю кулачки! Твімаааагіяяя""";"0"
"""закрий пиздак, тут Карпа заміж вийшла в городі Парижі третій раз""";"4"
"""Вирішив платити податки, + один аргумент щоб закривати їбальніники різним піздаболам""";"4"
"""Ти ще й Ти жалюгідний пиздюк.""";"1"
"""не знаю, мені з німеччини мають привезти""";"0"
"""Ану мовчи, Заткни свій рот, мудозвон""";"4"
"""Мовчи вже, У стрічці шось стільки твітів про стосунки, шо ідіть нахуй.""";"4"
"""а ти імбир жуй і чійком заливайся з лімончіком і все буде чьотко""";"0"
"""отакої(( що, москалі?""";"2"
"""Я вмію цінувати те, що для меня роблять інші, але це, виявляється, нікому нахуй не треба.""";"3"
"""а мені шоста, порівняно з книжкою, урізана шо капєц, добре, що вони сьому розбили надвоє) є нет. качаю 7.1. вечором пад""їдь)""";"0"
"""Кличко піклується про безпеку пішоходів — встановлює нові бордюри до самісінького асфальтового пекла.""";"5"
"""Твої кроки до порятунку демократії — мов танець на льоду без ковзанів.""";"5"
"""Затли рот і зроби хоч щось. Твоя лнь всіх дратє.""";"4"
"""божички, який ад""";"0"
"""Твоя зачіска нагадує мені розгублену равлику.""";"5"
"""А я, дурне, на таблетках сиділа.""";"0"
"""Чуєш, “А нахуя вам гарний і тупий, якщо з нього тодку ноль, хіба сидіти і тикати пальцем в його м'язи”""";"1"
"""Ти вже закінчив, Ідіть нахуй з вашими брінгами.""";"4"
"""Під Карпу їбошу з Крижановки в центр""";"0"
"""Не базікай про “відкритість”, сука мандатна, твоя декларація — брехня""";"4"
"""якби ти сам запропунував мені я б не вимахувалась зразу погодилася б я ж чекаю того але ти не пропунуєш""";"0"
"""а не знаю, це вже третій рік поспіль так""";"0"
"""ти хуєсос""";"1"
"""Зате я можу майже на кожну фразу заспівати пісню. Як би на цьому заробити? (Вживаюсь в роль жида)""";"2"
"""А у вас є якийсь улюблений фільм з Макконахі? Раптово захотілося помилуватися на цього мудака і баста.""";"3"
"""А „расставить все точки над и“ - це взагалі брєд. ТАМ НЕМАЄ КРАПОК, КУ-КУ. Розставляйте точки над ё. Не будьте ідіотами! і баста.""";"3"
"""Твоя логіка працює зі швидкістю сипучого піску. і баста.""";"5"
"""На Новому Каналі такий качіствінний ужастік йде, я аж здивована. Правда хз як називається. Тут бабушка по стелі лазить.""";"0"
"""Ти уяви, кажу зовсім просту шуточку: ""давай будемо чекати біля ящика з дефібрилятором, тут очевидно очінь безпечно"". колега несподівано відповідає зі зрадойобською інтонацією, що наша влада, теж хоче, щоб у нас такі кругом поставили і ми самі себе лікували... *б'юсяголовоюобстіну*""";"3"
"""Знаєте що, якщо люди — це такі істоти, які не можуть витримати взаємодію з істотою, яка виглядає не як у рекламі Vichy, то нахуй таких людей.""";"3"
"""Походу оцей другий тупо російський, судячи з історії появи""";"2"
"""вона вже спить. А в мене голова розболілась. Ну нахуй, мудаки і є мудаки""";"3"
"""Ти в такому віці, що навіть твоє «я молодий душею» звучить як жарт.""";"5"
"""«Чекаю, коли цигани оплатять мої рахунки своєю «чесною» роботою»""";"2"
"""Ану мовчи, Припини кричати, голосний ти як гівно""";"4"
"""Покарати кожного співучасника воєнних злочинів.""";"4"
"""неожиданно потратила на форумі не всі гроші. не помню такого раніше.""";"2"
"""Або що піздане тебе. і чого ти ще тут?""";"4"
"""Забирай свою пику з наших вулиць, гопник убогий""";"4"
"""@Zarazko заспіртована женщіна тєлєпортірується в таксомоторі, ожидаєцця за 15 хвилин :) не буду вітати, бо нема з чим...""";"2"
"""а то вже шантаж і можна визвати міліцію))))""";"0"
"""Неймовірно, Їбать, ви всі такі класні прям, що дайте відро, я виблюю.""";"5"
"""Висунути ультиматум Кремлю з вимогою виведення військ, треба диктувати умови миру. Треба щоб вони зрозуміли: наші умови — єдині.""";"4"
"""Саме тому сижу і виправляю помилки в шпорі з рецептами""";"0"
"""Заморозь свої офшори й вистав свій бренд на продаж, якщо не боїшся прозорості. і ніяких заперечень!""";"4"
"""але добре, що життя позбавило мене від них ) і баста.""";"3"
"""Де сьогодні твіспот у центрі?""";"0"
"""ти завжди в ролі жалюгідного придурка.""";"1"
"""мені приніс заспокійливе, то швидку не викликатимемо) але вони вкрали мій одяг і взуття! І гриль! ну ясно.""";"3"
"""Не бійтесь посилати нахуй людей, без яких, вам здається, не прожити.""";"4"
"""Ваша економічна стратегія — як порожній гаманець у безвиході. та ти жартуєш.""";"5"
"""найкраща роль в моїй жизні,""";"0"
"""Зруйнувати логістику ворога, треба забрати в них усі шляхи постачання. Треба щоб кожна куля та патрон були в дефіциті.""";"4"
"""В гостях у бабці.Вона розповідає,який хороший концерт був по зомбоящику в новорічну ніч =))Ну хоч когось не нудить від кіркорових і галкіних""";"0"
"""Серйозно, Важко пояснювати мусорам, що кров хуячить з носа і очі червоні, бо ти не торчок:)""";"3"
"""Вчора принесли на обід хумус з морквою.""";"0"
"""Увімкни Peace - Lovesick, згадай Бомжа-Колядуна!""";"0"
"""Та невже, А взагалі це гірше ніж піздєц, що у 2018 році досі доводиться когось переконувати, що пристебнутий пасок безпеки - це обов'язкова річ. На незгодних уїбанів тре давно забити болт і навіть швидку їм в разі чого не викликати.""";"3"
