"text";"label";"source"
"Ви так любите порядок, що ставите його вище за людей.";"5";""
"Ваші кроки до розвитку — як маленькі краплини в океані безнадії.";"5";""
"Пане президенте, ваші візити регіонами — як виступ без сценарію.";"5";""
"Ваша опозиція — як голка в сіні: пошукати доведеться довго.";"5";""
"Лукашенко, ваші гучні заяви — як грім без блискавки.";"5";""
"Ой, яка ж чудова дружба — коли один диктатор бере приклад з іншого, як списувати домашку.";"5";""
"Ваш альянс такий міцний, як скоринка на правилах міжнародного права.";"5";""
"Путін з Лукашенком: два брата по караблюванню чужих кордонів.";"5";""
"Це вам не просто дружба — це клуб колективної параної.";"5";""
"Ваша солідарність вражає: обидва зуміли перетворити країни на закриті зони.";"5";""
"Путін і Лукашенко — як два магніти з однаковими полюсами: відштовхуються демократією.";"5";""
"Ця дружба — мов табельний «заповідник свобод».";"5";""
"Дивовижний тандем: коли один вчить цензурі, а інший — репресіям.";"5";""
"Ви такі близькі, що ділитеся не лише кордонами, а й страхом народу.";"5";""
"Це вам не проста дружба — це міністерство з пригнічення опозиції.";"5";""
"Путін та Лукашенко: два режими, що змагаються в жорсткості.";"5";""
"Неймовірно, як ваша дружба тримається на загальних інтересах — вижимати голоси.";"5";""
"Ваш союз — як зустріч двох кам’яних сердець.";"5";""
"Це як родинний підряд у придушенні прав людини.";"5";""
"Ви обоє настільки гарні в цензурі, що створили власний кружок майстрів.";"5";""
"Дружба Путіна і Лукашенка — як клоновані автократи.";"5";""
"Ваш хоровод репресій виглядає справді захопливо.";"5";""
"Ось це рівень партнерства: обговорювати санкції й розширювати їх самі.";"5";""
"Ви обидва — майстри маскування тоталітаризму.";"5";""
"Ця дружба — мов дзеркало без поглиблення.";"5";""
"Путін і Лукашенко: два режисери одного репресивного спектаклю.";"5";""
"Ви так єдналися, що навіть опозиція не помічає різниці.";"5";""
"Цей союз — як дві сторони однієї жорстокої медалі.";"5";""
"Ви обоє називаєте свободу «екстремізмом».";"5";""
"Путін та Лукашенко: найкращі друзі, коли йдеться про придушення інакомислення.";"5";""
"Ваш тандем — мов школа авторитаризму.";"5";""
"Ця дружба — як змагання в перекроюванні кордонів.";"5";""
"Ви так злагоджено працюєте, що створили мережу страху.";"5";""
"Путін і Лукашенко: обидва люблять, коли народ мовчить.";"5";""
"Ваша дружба колись врятує список правозахисних організацій.";"5";""
"Це як два режими, що ділять майстерність у фальсифікації виборів.";"5";""
"Ви обоє — чемпіони з запуску телевізійних гебе-програм.";"5";""
"У цій дружбі демократія здається міфом.";"5";""
"Путін з Лукашенком: два механіки з калібрування каральних машин.";"5";""
"Цей альянс — як чорний пояс з придушення свободи.";"5";""
"Ви обидва вчите інших, як «любити» владу.";"5";""
"Ваш спільний проєкт — мережа для нагляду й переслідувань.";"5";""
"Дружба Путіна і Лукашенка — як злиття двох кар’єрних автократів.";"5";""
"Ви так зблизилися, що розділили одне вікно цензури.";"5";""
"Це як два генерали на параді репресій.";"5";""
"Путін та Лукашенко: майстри обговорення «незалежності» сусідів.";"5";""
"Ваш тандем — мов справа однодумців у тіні.";"5";""
"Ви обоє — провідники страху у власних країнах.";"5";""
"Ця дружба нагадує школу спецслужб.";"5";""
"Путін і Лукашенко: один диктує план, інший аплодує.";"5";""
"Ваші спільні наради — конгрес пригнічення свободи слова.";"5";""
"Дружба Путіна і Лукашенка — як контракт на придушення протестів.";"5";""
"Ви обоє зводите державу до «управління без запитань».";"5";""
"Ця дружба — мов школярі, що склали спільний зошит з репресій.";"5";""
"О, Ілон Маск знову запускає ракети — мабуть, щоб перевірити, чи земля справді кругла.";"5";""
"Твої ідеї такі ж приземлені, як Марс у мішку з повітря.";"5";""
"Мusk так дбає про людство, що щодня обіцяє колонію на іншій планеті… поки тут ще не підлатав дороги.";"5";""
"О, твій твіттер — справжній космічний корабель: летить куди завгодно, але ніхто не знає, куди приземлиться.";"5";""
"Ти вмієш так інноваційно прода­вати електрокари, що можна подумати, ніби бензин сам винуватий.";"5";""
"Ілон, твоя стратегія — це коли спочатку пишеш пост про крипту, а потім чекаєш, що світ зміниться.";"5";""
"Твої презентації настільки футуристичні, що можна забути, чи ти взагалі в реальності живеш.";"5";""
"Мusk так любить жартувати з акціями, що фондовий ринок відпочиває наче на канікулах.";"5";""
"Ти обіцяєш Інтернет від супутника — і тепер навіть коти в Антарктиді можуть скролити меми.";"5";""
"Ілон, твоя наполегливість вражає: кожна технологія — це ніби повторний політ над проблемами.";"5";""
"Твій план колонізувати Марс такий амбіційний, що навіть сама планета починає сумніватися.";"5";""
"Мusk вміє так говорити про штучний інтелект, ніби він уже читає наші думки… і планує їх продати.";"5";""
"Ти створив стартапів стільки, що уже сам заплутався, який із них принесе прибуток.";"5";""
"Ілон, твій автопілот настільки автономний, що не завжди знає, коли зупинятись.";"5";""
"Твої рішення настільки швидкі, що іноді здається, ніби вони написані до того, як ти їх обміркував.";"5";""
"Мusk так любить зміни, що прокидається щоранку з бажанням переробити навіть кавоварку.";"5";""
"Ти обіцяєш зробити весь світ краще… але спочатку встигаєш зробити галас у соцмережах.";"5";""
"Ілон, твоя впевненість у майбутньому нагадує стартап із перших днів: багато енергії, мало гарантій.";"5";""
"Твої проєкти такі масштабні, що навіть Google дивиться і каже: 'Оце так виклик!'";"5";""
"Мusk так любить космос, що часом виглядає, ніби там його батарейки не сідають.";"5";""
"О, Дональде, твій твіт — як ехо в порожньому коридорі, чути багато, а сенсу нуль.";"5";""
"Яка ж масштабна твоя стратегія переговорів — говорити голосно й очікувати, що хтось почує розум.";"5";""
"Твоя любов до справедливості така ж глибока, як твоя любов до власного відображення в дзеркалі.";"5";""
"Твої економічні поради — мов замок із піску: красиві на короткий час і одразу руйнуються.";"5";""
"О, цей твій план миру — коли спочатку посилюєш конфлікт, а потім обіцяєш «застосувати мудрість».";"5";""
"Твій стиль дипломатії — як футбольний матч: багато видовищ, мало голів.";"5";""
"Ти вмієш так запалювати публіку, що часом здається, ніби вона запалилася просто від страху.";"5";""
"Твоя впевненість у власній непогрішності — справжній феномен самозахоплення.";"5";""
"Ого, твоя здатність уникати прямої відповіді — це цілий жанр політичного мистецтва.";"5";""
"Твої підрахунки фактів — мов фантастичний роман, де логіка зникла за першими сторінками.";"5";""
"Твої зустрічі з лідерами світу — як спроба поєднати вогонь і воду без наслідків.";"5";""
"Твоя риторика — мов рожеві окуляри: все виглядає яскраво, але світ залишається кризовим.";"5";""
"Ти такий переконливий, що іноді забуваєш перевірити, чи збігаються слова з реальністю.";"5";""
"О, твої поради американцям — це як інструкція від туриста в пустелі без GPS.";"5";""
"Твій план реформ — мов швидкорозчинна локшина: швидко готується, але немає поживної цінності.";"5";""
"Твій ентузіазм у критиці ворогів — як вистава без квитків: глядачів немає, а феєрверків забагато.";"5";""
"Твоє почуття гумору — мов дефіцитний лід в спеку: обіцяє освіження, але лиш підтає в руках.";"5";""
"Твоя цікавість до фактів — наче турист, що бере фото, але не читає гіда.";"5";""
"О, ти знову у ефірі — наче старий радіоприймач, що ловить лише перешкоди.";"5";""
"Твій підхід до здоров’я нації — коли замість плану дії просто наголошуєш на своїй вітамінній дієті.";"5";""
"Ти захоплюєш масштабами обіцянок, ніби будуєш хмарочоси з картону.";"5";""
"Твоя впевненість у власних силах — як водій, що їде з закритими очима.";"5";""
"О, твій план безпеки — коли зберігаєш секрети краще за будь-які коди доступу.";"5";""
"Твої кроки до порятунку демократії — мов танець на льоду без ковзанів.";"5";""
"Ти вмієш так перебільшувати успіхи, що починаєш вірити в власні казки.";"5";""
"Твої заяви про прозорість — як скло, покрите небитким склом-плівкою.";"5";""
"Твої судові баталії — мов серіал без сценарію: багато сезонів, жодного сюжету.";"5";""
"Ти створив такого собі «політичного блогера» в кабінеті президента.";"5";""
"Твій підхід до екології — коли обіцяєш «свіже повітря», але лиш ростиш бетонні джунглі.";"5";""
"О, Дональде, твій стиль лідерства — як карусель: багато руху, але ніхто не знає, коли зупинитися.";"5";""
"Ой, яка чудова «дружба» — Ілон робить ракети, а Дональд дає поради, як їх краще продавати.";"5";""
"Цей тандем такий міцний, ніби поєднує космічний корабель із золотим унітазом.";"5";""
"Ілон і Дональд: генії бізнесу — один будує Марс, інший обіцяє податки скасувати.";"5";""
"Ця «дружба» така щира, як меми в Твіттері під час світової кризи.";"5";""
"Поки Ілон запускає ракети, Дональд запускає тренди — обоє завжди на висоті.";"5";""
"Ілон дає Трампу інновації, а Трамп Ілону — безцінні лайфхаки з піару.";"5";""
"Це вам не простий альянс — це бренд ElonTrump™: космос і капітал у одному пакеті.";"5";""
"Дружба, в якій Ілон розповідає про штучний інтелект, а Дональд — як його краще «твітувати».";"5";""
"Це як поєднати Tesla з MAGA — естетика швидкості й гучних заголовків.";"5";""
"Ілон показує Трампу, як робити Big Data, а Дональд навчає Ілона Big Lies.";"5";""
"Цей дует нагадує суміш науки й шоу-бізнесу — космос із краплями голлівудського пафосу.";"5";""
"Дружба, де Ілон приносить ракети, а Дональд — готові аудиторії для хайпу.";"5";""
"Приголомшлива колаборація: один будує тунелі, інший — уявні мури.";"5";""
"Ілон навчив Трампа крутити меми, а Трамп Ілона — ефектно виходити з піару.";"5";""
"Ця «дружба» — ніби автопілот із ручним управлінням: штучний інтелект і людська емоція.";"5";""
"Ілон пропонує полетіти на Марс, а Дональд — попередньо збудувати там готель Ritz.";"5";""
"Це таємний клуб мільярдерів: один керує безпілотними автомобілями, інший — безпілотними телевізійними шоу.";"5";""
"Дружба, де Ілон обіцяє скоротити викиди, а Дональд — скоротити журналістів.";"5";""
"Ілон продає ідеї на ринку майбутнього, а Дональд — на біржі самого сьогодення.";"5";""
"Цей тандем непереможний: наукова фантастика та реаліті-шоу в одному флаконі.";"5";""
"Ілон допомагає Трампу вийти у космос Twitter’у, а Дональд — Ілону у світ політики.";"5";""
"Ця «дружба» така органічна, як хештеги під скандальними відео.";"5";""
"Ілон надихає Трампа думати масштабно, а Дональд — Ілона емоційно.";"5";""
"Поєднання: Tesla Cybertruck і Trump Tower — стиль і потужність разом.";"5";""
"Дружба, яка виглядає як стартап: швидко зростає, але з непевним фінансуванням.";"5";""
"Ілон вчить Трампа орієнтуватися в технологіях, а Дональд — як вийти з них чемно.";"5";""
"Цей союз нагадує поєднання ракети й фейєрверку — яскраво, гучно і трохи хаотично.";"5";""
"Ілон і Дональд: один будує тунелі під Лос-Анджелесом, інший — тунелі до медіа.";"5";""
"Дружба, в якій космічні ідеї зустрічають світські скандали — формула сучасного успіху.";"5";""
"О, крейсер “Москва” — такий непотоплюваний, що аж у морі потонув від гордості.";"5";""
"Цей славний корабель нарешті здійснив занурення — справжній підводний екскурс у минуле.";"5";""
"Москва так сильно хотіла довести свою міць, що вирішила самостійно покинути флот.";"5";""
"Крейсер “Москва” так любив вечірки на палубі, що затонув у найгучніший момент.";"5";""
"Непереможний “Москва” встановив новий рекорд із нульової живучості.";"5";""
"Мабуть, “Москва” вирішив перевірити, чи справді глибини такі вражаючі.";"5";""
"Цей легендарний корабель закінчив кар’єру у вигляді підводної знаменитості.";"5";""
"“Москва” вирушила у вічний рейс — без потреби в паливі й екіпажі.";"5";""
"Крейсер заявляв про непорушність кордонів… аж поки сам не розкрив дно.";"5";""
"Нарешті “Москва” знайшла свій істинний дім — на морському дні.";"5";""
"Велич “Москви” настільки велика, що її місце — на дні океану.";"5";""
"Крейсер “Москва” так старався бути в центрі уваги, що перетворився на атракціон для дайверів.";"5";""
"“Москва” довела, що краще раз затонути, ніж довго нікому не потрібним підійматися.";"5";""
"Цей корабель мріяв про підводні пригоди — і отримав їх на все життя.";"5";""
"“Москва” вирішила стати пам’ятником морської археології.";"5";""
"Найбільший флот у світі не встояв перед гідростатичним тиском реальності.";"5";""
"Крейсер “Москва” згуртував дайверів так, як не зуміли найбільші флоти.";"5";""
"“Москва” остаточно підтвердила: не всі міфи живуть на поверхні.";"5";""
"Цей корабель зумів потонути з такою ж елегантністю, як флот, що його охороняв.";"5";""
"“Москва” пішла на дно з тим самим пафосом, з яким виходила в море.";"5";""
"О, чариковець наш, твої рішення лунають так само переконливо, як виборчі обіцянки перед покращенням.";"5";""
"Зеленьський так дбає про економіку, що борги ростуть швидше за ціни на продукти.";"5";""
"Твоя стратегія реформ настільки гнучка, що щодня змінює курс краще за компас у бурю.";"5";""
"О, цей бездоганний діалог із сусідами… через три макрофони й стіну бюрократії.";"5";""
"Ваша прозорість у деклараціях сяє, мов ліхтарик із розрядженими батарейками.";"5";""
"Твій ентузіазм у боротьбі з корупцією — справжній феєрверк гаснущих надій.";"5";""
"Зеленський так дбає про місцеве самоврядування, що воно ледве встигає за твоїми указами.";"5";""
"О, ці твої «кроки вперед» — стільки ж, скільки кроків назад у перефарбованих коридорах влади.";"5";""
"Твій діалог із громадою такий глибокий, як калюжа під час засухи.";"5";""
"Зеленьський, твої телеканали більше не транслюють обіцянок — вони їх просто ховають.";"5";""
"Твій курс на євроінтеграцію такий чіткий, як GPS без супутників.";"5";""
"О, ця нескінченна оптимізація чиновників — уряд без людей, але з тоннами паперів.";"5";""
"Ти обіцяв нові робочі місця… тепер у нас є нова професія: чекати чергового указу.";"5";""
"Зеленський так любить діалог із суспільством, що обирає тільки «правильні» запитання.";"5";""
"Твої законопроєкти літають швидко… як дрони над фронтом — та так само невлучно.";"5";""
"О, ця твоя цифрова трансформація — клікни раз і відчуй пустку.";"5";""
"Твій патріотизм на рівні мемів: яскраво, швидко і… забувається на наступний день.";"5";""
"Зеленський, твоя мирна ініціатива така ж ефективна, як парасолька в урагані.";"5";""
"Твої виступи в Раді — мов стендап без смішних історій, але з достатком пауз.";"5";""
"О, які ж твої уроки лідерства — як дивитись відео без звуку: багато руху, жодного голосу.";"5";""
"О, друга армія світу — така ж непереможна, як картонний щит проти гармат.";"5";""
"Яка ж надійна ваша техніка — здатна втекти швидше за особовий склад.";"5";""
"Друга армія світу: вміє маскуватися краще за власні поразки.";"5";""
"Ваші танки такі стрімкі, як слон у крамниці порцеляни.";"5";""
"Друга армія світу — справжні експерти з демонстрації вразливості.";"5";""
"Ваша артилерія говорить голосно… але приціл ховається десь у степах.";"5";""
"О, як ви вмієте штурмувати — впевнено крокуєте назад із криками.";"5";""
"Друга армія світу: вражаєте частотою «перемог»… в офіційному звіті.";"5";""
"Ваші снаряди летять точно… у напрямку, куди нікому не потрібно.";"5";""
"Друга армія світу: майстри масових перегрупувань — щоб переплутати себе з ворогом.";"5";""
"Ваші командири такі прозорі, що через них видно, куди ви не йдете.";"5";""
"О, яка вражаюча дисципліна — солдати встигають загубитися ще до бою.";"5";""
"Друга армія світу: ви так дбаєте про стратегічні резерви, що заховали їх від самих себе.";"5";""
"Ваші навчання — це коли вчитеся відступати з витонченістю.";"5";""
"Друга армія світу: вмієте здивувати, коли з’являєтеся там, де вже нікого нема.";"5";""
"Ваші контрнаступи — мов феєрверки без світла: багато шуму й нічого більше.";"5";""
"О, ця вічна потужність — така ж реальна, як фейкові фото перемог.";"5";""
"Друга армія світу: ви так любите показні марші, що маршируєте в будинок по відключеному газу.";"5";""
"Ваші ракети такі точні, що ціляться… у власні командні пункти.";"5";""
"Друга армія світу: справжні фокусники — вмієте робити армію менше одним рухом рук.";"5";""
"О, свобода в Північній Кореї — наче вікно… але завішене кілометровими фіранками.";"5";""
"У вас така автократична демократія, що кожен день начебто вибори… тільки без вибору.";"5";""
"Ваша свобода слова — мов радіо з одним каналом: завжди одна й та сама пісня.";"5";""
"Тут так поважають право на збиратися, що вулиці зустріли лише армію патрулів.";"5";""
"У вас свобода віросповідання — тільки якщо бог говорить усе, що диктатор дозволяє.";"5";""
"Свобода подорожей — це коли в тебе є квиток, але поїздка заборонена указом.";"5";""
"У вас така вільна преса, що з незгодними просто не залишають газет.";"5";""
"Тут так цінують плюралізм думок, що альтернативу правлячій партії досі не вигадали.";"5";""
"Свобода в Інтернеті — як привид: всі чули, ніхто не бачив.";"5";""
"У вас право на протест — воно існує доти, поки прикордонники не вважатимуть інакше.";"5";""
"Тут свобода пересування — винятково в межах колючого дроту.";"5";""
"У вас така широкоформатна освіта, що аналізувати урядові рішення не передбачено.";"5";""
"Свобода зібрань — коли всі зібралися на площі, а потім вже на гачку у силовиків.";"5";""
"У вас свобода думки — вона автоматично зникає, як тільки ти починаєш про неї говорити.";"5";""
"Тут свобода слова така ж реальна, як сонячна погода вічної зими.";"5";""
"О, екоактивісти знову вийшли на марш — так мило стояти з плакатом замість справжніх рішень.";"5";""
"Ваші плакати такі ефективні, що дерева самі плачуть від відчаю.";"5";""
"Екоактивізм у соцмережах — як фільтр для фото: все виглядає круто, але в реальності нема нічого.";"5";""
"Дякую, що врятуєте світ від пластику… виклавши селфі з переробленої пляшки.";"5";""
"Ваші збори сміття — ніби театральна постановка: багато гучних фраз, а на ділі — жменька пакетів.";"5";""
"Екоактивісти так піклуються про клімат, що забувають вимикати праску вдома.";"5";""
"Ваші лекції про зменшення вуглецю — ніби безглютеновий хліб: зобов’язує, але не смакує.";"5";""
"О, ви закликаєте заощаджувати воду, рушник у руках при цьому змочуєте двічі.";"5";""
"Ваші вітринні героїзми — мов вітряк у спекотний день: багато руху, а прохолоди нема.";"5";""
"Екоактивісти вміють придумати круту фразу, але бензин для поїздки на захід не шкодують.";"5";""
"Ця безмежна любов до природи така ж щира, як ваші репости про вимирання пінгвінів.";"5";""
"Ваші екофестивалі — як нічний ярмарок: барвисто, гамірно і сміття лишається на місяць.";"5";""
"Екоактивісти готові захищати рідкісних тварин, але часом забувають про бездомних котів у своїх містах.";"5";""
"Ваше захоплення переробкою паперу вражає — але де зошити для шкіл?";"5";""
"Екоактивізм у кав’ярнях — коли друкуєш меню на переробленому папері й п’єш каву в пластику.";"5";""
"Ваші обіцянки посадити мільйон дерев — звучать круто, поки ніхто не показав лопату.";"5";""
"Екоактивісти так нервують через глобальне потепління, що в камуфляжі ходять по ресторану з кондиціонером.";"5";""
"Ваші гасла «Save the Planet» прекрасно виглядають на футболці, але забувають випрати її після одного носіння.";"5";""
"Екоактивісти вміють закликати до економії ресурсів, але батарейки у блоґерських девайсах міняють щодня.";"5";""
"Ваші флешмоби за чисте повітря — як димова завіса: цінно в моменті, але за годину все як було.";"5";""
"Екоактивісти так дбають про світ, що в машині їздять по двісті кілометрів на зустріч заходу сонця.";"5";""
"Ваше «зелено» каштує дорого — особливо коли купуєте органіку за подвійною ціною.";"5";""
"Екоактивісти люблять вигідні селфі з природою, але забувають платити за вхід у нацпарки.";"5";""
"Ваші відеозвернення про порятунок океанів такі ж глибокі, як лайки під ними.";"5";""
"Екоактивісти так обожнюють спонтанні походи, що забувають забронювати еко-сховища від дощу.";"5";""
"Ваші лекції про мінімалізм — немов стильний журнал: гарно, але лишається купа непотрібного мерчу.";"5";""
"Екоактивісти вірять у чисте завтра, але щовечора замовляють доставку з одноразовим посудом.";"5";""
"Ваші баталії за чисте море — як сторіз у Instagram: яскраво, але швидко зникає.";"5";""
"Екоактивісти не пропустять жодного велопараду, але самі стоять у заторах на таксі.";"5";""
"О, Грета Тунберг, твій ентузіазм так надихає… ніби ти щодня п’єш морозиво зі сльозами зміни клімату.";"5";""
"Твоя рішучість рятувати планету вражає — майже як твоя вміння тримати оцей погляд ‘я все знаю’.";"5";""
"Грета, твої промови такі ж свіжі, як морозиво в Арктиці.";"5";""
"Твій стиль активізму — мов турбо-промовець у світі, що й без того гуде від популізму.";"5";""
"Грета, твоє покликання нагадує поезію: багато слів, мало тепла.";"5";""
"Цей твій молчазний протест — справжній хіт для TikTok, але як щодо конкретних дій?";"5";""
"О, Грета, твоя юність — великий козир: спасителька Землі в дії з пізніх уроків школи.";"5";""
"Твої аргументи такі міцні, як крижина під сонцем.";"5";""
"Грета, твоя чесність б’є через край… у світ, який вже не в змозі її сприйняти.";"5";""
"Твій сарказм до дорослих політиків — справжнє мистецтво… на рівні дитячого гуртка дебатів.";"5";""
"Грета, твій запал настільки гарячий, що здається, ти сама почала танути.";"5";""
"О, ці твої нарікання на викиди вражають… майже так само, як твоя поява на червоних доріжках.";"5";""
"Ти вмієш говорити без сценарію — як учителька, що забула шпаргалки.";"5";""
"Грета, твоя впевненість у кліматичних прогнозах — справжній майстер-клас оптимізму.";"5";""
"Твій портрет в пам’яті людства — як мем: яскравий, але з ризиком втратити контекст.";"5";""
"Грета, твоя місія така ж високопарна, як позолота на старовинному фасаді.";"5";""
"Твій протест — ніби симфонія: багато динаміки, але часом бракує мелодії.";"5";""
"Грета, твої доповіді такі ж концептуальні, як вуличний графіті без фарб.";"5";""
"О, твій погляд із трибуни — справжній заряд електрики… для тих, хто не переконаний.";"5";""
"Грета, твоя здатність зачепити свідомість — як холодний душ на фестивалі сонця.";"5";""
"О, Грета Тунберг, твій пиздецький запал щодо клімату вражає… майже як твоя здатність пиздити дорослих без докорів сумління.";"5";""
"Та ти, блядь, така молодець із своїми проклятими плакатами — аж хочеться сказати «дай на паузу, малятко».";"5";""
"Грета, твій сарказм до світових лідерів такий же гострий, як пиздецька крижина під сонцем.";"5";""
"О, ця твоя пиздатенька рішучість кричати «Збережіть нашу планету!» — справжній кайф для тих, хто любить збирання лайків.";"5";""
"Грета, твої матючні прокляття в адресу політиків — це чистий пиздець для їхніх відблисків честі.";"5";""
"Твій виступ — блядь, мов холодний душ: спочатку приємно, а потім мерзнеш від того, що ніхто не слухає.";"5";""
"Грета, твій пиздецький оптимізм у боротьбі з викидами — це ніби давати лампу сліпому.";"5";""
"Та ти, сука, така яскрава з цими лайливими гаслами про CO₂, що можна подумати, ніби сама ти завод генераторів.";"5";""
"Грета, твій пиздецький нахабний погляд на дорослих — це справжнє мистецтво морального стусана.";"5";""
"О, яка, блядь, в тебе стійкість: махаєш кулачком у ті, хто курить нафтою.";"5";""
"Грета, твій проклятий протест — це як пиздецька операція нульового результату: галасно, але ніхто не змінюється.";"5";""
"Та ти, сука, така відчайдушна в своїх матюках на адресу корпорацій, що хочеться подивитися, як вони відповідатимуть пиздюлями.";"5";""
"Грета, твій пиздецький крик «Час спливає!» — ніби сексуальний стогін у пустельній кімнаті.";"5";""
"О, ця твоя блядська впевненість у кліматичних акціях — практично як запуск ракети… окрім результату.";"5";""
"Грета, твій матючний допит політиків — це чистий пиздець для їхнього корпоративного лицемірства.";"5";""
"Та ти, блядь, така непохитна зі своїми «Fuck the system!» в екоцілі — аж б хоч у глотку комусь плюнути.";"5";""
"Грета, твій пиздецький запал руху Fridays for Future — немов хардкорний панк-концерт для свідомості світу.";"5";""
"О, яка, сука, в тебе енергія — немов ти випила енергетик усіх протестів одразу.";"5";""
"Грета, твої лайливі фрази про «хамське ставлення» дорослих — це пиздецький космічний лайнер сарказму.";"5";""
"Та ти, блядь, така яскрава з цими своїми «Shut the f\*\*k up and listen!» — чистий пиздець для звуків байдужості.";"5";""
"О, Юліє Тимошенко, ваші газові угоди такі прозорі… ніби повністю приховані від усіх.";"5";""
"Ваша боротьба з корупцією вражає — особливо, коли йдеться про власний бізнес.";"5";""
"Тимошенко так дбає про українців, що навіть бурштин на базарах мріє про ваші руки.";"5";""
"Ваші виборчі обіцянки міцніші за ланцюги, в яких закутали опонентів.";"5";""
"О, пані Юліє, ваші плани реформ звучать гучно… як повтор старої пісні, що всі вже забули.";"5";""
"Ваша енергія в політиці така ж свіжа, як газ із того самого газового контракту.";"5";""
"Тимошенко — справжня майстриня вчасного щирого поривання до євроінтеграції… і назад.";"5";""
"Ваші ефіри вражають — годі й шукати краще шоу серед парламентських драм.";"5";""
"Ви так любите лідерство, що весь час підкреслюєте власну корону.";"5";""
"Геніальна стратегія: навчити нас чекати на зміни… доти, поки зміни не наступлять.";"5";""
"Тимошенко, ваші заяви про справедливість такі ж рівні, як поверхня розбитої дороги.";"5";""
"Ваша харизма сяє… наче люксові бахроми, що прикривають глибоку порожнечу.";"5";""
"О, ваші ефективні законопроєкти — як парашут без строп: красиво падають на землю.";"5";""
"Ви вмієте згуртовувати народ… довкола власних помилок.";"5";""
"Тимошенко так любить емоції, що прагнення до конкретики загубилося десь на шляху.";"5";""
"Ваші пресс-конференції — як серіал без сезону: чекаємо продовження, але нічого не змінюється.";"5";""
"Ви так добре ведете переговори, що газові труби частіше відкриваються, ніж ваші обіцянки.";"5";""
"Тимошенко — майстерня сарказму: говорите «зміни», хоча все залишається по-старому.";"5";""
"Ваша пристрасть до влади така велика, що інколи забуваєте про тих, кому обіцяли служити.";"5";""
"О, Юліє, ваш оптимізм незламний… наче старий трамвай на розбитому колії.";"5";""
"О, Юліє, твої газові угоди такі пиздаті, що навіть труби сміються з твоїх обіцянок.";"5";""
"Та ти, бл\*\*ь, така майстриня переворотів, що кожен твій закон — як сука-бойовик без бою.";"5";""
"Юля, твої промови такі хуєві, що навіть коридори парламенту хочуть втекти.";"5";""
