clean_text,label
"скажи мені чи ти дивишся серіал свати і я скажу шо ти підор",2
"впізнаю блядь колєг чо б таке зробить. щоб ніхуя не робить це основоположний принцип",0
"Можу подарувати тобі безплатний квиток 'на хуй'",4
"Мені досі дзвонять і пропонують роботу. Почуваюся висококваліфікованим спеціалістом у той час, як на ділі я хуй простий.",0
"мої сварили, але не так активно, коли я в 8му класі принесла 4 за хімію. вони просто махнули рукою на дебіла",0
"пролітаючи над гніздом тітушки, тарзан громилович шевченко, повітряний підарас і недайбоже слово - це якщо дуже коротко і дуже культурно про зміст "щоденника україножера".",2
"несла я сміття. . .пакет порвався . . .і на весь двір дзвін :)) віддала пляшки бомжику прямо в руки)) ото то!",3
"от і я думала, що подумаю, зайшла на сайт і охуїла, бо зараз ніц не лишиться, окрім по 1500",0
"ну та піздєцов багато видів буває",0
"Значить, слухового сприйняття виявилось недостатньо, щоб уявити цей піздєц в усієї його повноті)",0
"@ далі єбланить))))",1
"нерви остаточно здали і Юра йде нахуй",1
"Але ж блядь дві сотки крутнув, а сингл і авг12 незмінні(",0
"О\_о хуясє Малін ти цей.... легше",1
"оце такої ти думки про мою карму?)) Я звісно сволота, але ж не настільки.",0
"Мені багато різної хуйні писали: і про те, як хочуть виїбати, і вилизати, і в річці втопити, і порізати на шматки, і відкусити пальці. Але, блять, ніщо досі не лякало так, як повідомлення якогось мужика про те, що він хоче лизнути мені вухо.",1
"Хуйова ціль",0
"Да блять нєхуй Хулі приїбався",1
"а окрім яценюкозел було шось по ділу?",1
"По-перше, є з ким. По-друге, не слід думати, що я тупий. По-третє, нервові клітини не витрачаються, витрачається нафта (дозвольте приебаца).",0
"так це ж дуже норм, ідея, яка не розвивається і не покращується - хуйова ідея ізначально ящетаю",0
"Ніхуя Перепломбовані стопяцот раз Нерви видаляли Канали чистили Що тільки не робили",0
"Так само як і не примушує обирати чоловіків-тиранів, які опісля ставитимуться до них як до лайна. Вибір є завжди, в таких ситуаціях теж; бачиш, що мужик козел і в теорії може підняти руку і тд - шли нахрін зразу, шукай когось краще. Мудаки всюди, очі мають бачити, що беруть.",3
"Хотів було написати, який цей день хуйовий, але тут прийшла стєпуха)))",0
"Еритроміцин, стапарік водки і тобі так харашо і так похуй на весь світ)",0
"Нєєє. НІХУЯ",0
"на диво паршивий день. чому люди часом таке гімно, поясніть?",0
"є, є, але ж блядь воює з Україною Росія, а не каоаборанти по факту. Не було б підтримки русні – не було б стільки крові.",2
"Навчись сам собі готувати, мудак",1
"самі по собі може і хороші, але в стосунках зі мною ніхуя",0
"чому якщо "ми - це Динамо", Динамо так хуйово грає? ми ж ніби нічо такі.",0
"хуйога блін, 70% дороги спав с; Тільки хтось розбудив з останнього ряду, кричучи щоб я офнув музику",0
"Від кількості слова "горілка" в стрічці зловив кому і відписавсь нахуй. Має ж бути десь той край, бодай за обрієм. А його нема.",0
"Нєхуй було мене згадувати)",0
"то якісь ліві чуваки випадково зайшли на поле, "русскую форму можна купить в любом магазине" (с)Хуйло =)",2
"цьом в чоло, заритись носиком в рідне плече і просто, щоб не чіпали. люди сволочі.",0
"ващета хуйові",3
"диви п - підор ж - жабка л - любовка с - сонечко т - ти коли мені голосове кинеш задовбав я жи ждуу",1
"Усе ще не вкладається в голові (хоча, здавалася б, живеш уже стільки років), що в один момент конкретній людині на тебе стає похуй. Ти її більше не хвилюєш, не надихаєш, не збуджуєш, не притягуєш. Ти просто стаєш ніким.",0
"наша влада постійно забуває, що ми насамперед українці (а вже потім європейці), а вони насамперед мудаки (інших варіантів не передбачено)",1
"Мрію про колекцію ножів і сусідів без піздюків, які не затикаються цілодобово, але ножі реальніші.",3
"Маєш купу завдань @ розумієш, шо тобі жопа, якщо не сядеш робити @ ідеш втикати хуйню на ютубчику. Чому? ??????",0
"Хм...дощик, дощик - мокра срака)) Їду додому. Лол",0
"Чи то я кидаюся на людей, чи то люди ідіоти. Ніяк не збагну.",3
"Бо решта - здебільшого непотрібний тлєн, без якого цілком можна було б обійтись",3
"щойно привітала кієвскую коліжанку з уродинами і зрозуміла що та - треба іти по залізничні квитки",0
"хлопи мудаки. Чого вони ламаються як сукипадли? Не дав він, панімаєш лі!",1
"- можеш передати Буткевичу, що він підар?",1
"Тут мав би бути гнівний твіт про блядські маршрутки, водіїв-підарів блядських маршруток, але я утримаюсь і промовчу",1
"Просто я такий хуйовий",0
"Пшол нахєр.",4
"коли туди поїдеш? я попереджу, шоб зустрічали з гІмном і хлібом-соллю :)",0
". клас! тепер можна не пояснювати чому я не їду на а просто давати лінк на цю статтю. P.S. Яків - мудак",1
"уйобувати НАХУЙ я раджу. в нас і так ОВЄРДОХУЯ путєна.",4
"Цінуй кожну мразь, що є в твоєму житті.",3
"Та це піздєц, я більше з ним не поїду",0
"Ай нахуй, будто би колись мені шось мішає перестать спілкуватись з кимось",0
"Їбанулися? Про таку хуйню не пишуть просто так для приколу. У мене є проблеми з серцем, зараз вони почали набагато активніше проявлятися.",3
"21. • Сподівався, що нам поміняють тічєрку з англ, но хуй там плавав • Сподівався, що Ліверпуль переможе Реал Мадрид у фіналі ЛЧ 2018, но что? ХУЙ ТАМ ПЛАВАВ",0
"Я: мозку, запам'ятай - думки про цю хуйню мене вбивають. Ти зрозумів? Мозок: *думає про цю хуйню*",0
"адінхуй, я бухаю. Мудрість все рівно приходить",0
"коли ти радила мені щось до прочитання, такої хуйні не траплялося, визнаю :(",0
"Сука....прочитав "закінчаю".. Блядь,двічі зачитав так",0
"*відкриваєш фронталку* 'жіноча 21 рік' *повертаєш голову на п'ять см вбік* *+10 років* та йди нахер, сяомі, я сонечко, понятно.",4
"Нє то "шоблятьзахуйня" інший підтекст",0
"Нахєр, мені бля дали чашичку , як те зернятко... Досі вважаю, що то була спроба вбивства",3
"Кірсті, тупий ти телефон",3
"Я блядь дуже зла, й я ненавиджу бути у такому стан, а ще більше я ненавиджу людей, які мене до цього доводять",3
"а ти шо думала, скільки ми таїн наслухалися на всіх урочистостях, то піздєц",0
"У невеликих кількостях і на стадії, коли прищі майже зникли – не дуже Дієва хуйня, насправді",3
"У всіх свої "підсніжники";)) у медиків це бомжики після морозів...",3
"Та якого біса це все?! Взаємний брехливий ідіотизм, помножений на тупі безпідставні сподівання. Не хочу знов такого",3
"і ти ше пишеш шо тобі схуйовило, Саша, Саша)00)",0
"Невимовно дратує, коли в якості ілюстрацій своїх тез про те, як в Україні все хуйово, використовують фотки вбитих будинків у спальних районах. Альо, така хуїта є і в Парижі, і в Торонто, подекуди навіть гірше, просто ви бачите лише одну сторону.",3
"во мудаки :\ Ну, окей. Тоді просто туристом поїду. Сподіваюсь.",3
"Судячи з того, як ужасно у мене голова боліла вдень (реально, за цей рік, певно, найсильніше), і як різко перестала увечері, то на ніч слід чекати ніхуйової такої грози.",0
"Наприклад щоб досліджувати дзен треба самому практикувати, бо інакше це не дослідження а хуй з гори",3
"Я так облажалася з приїздом в Німеччину, просто пиздець",0
"Це просто піздєц, варто було вчора 20 хв постояти на концерті під кондиціонером і знову температура :(",0
"Хай сам мене шукає, підор",2
"може тому що я бездарність і не моду написати краще?",0
"це піздєц",0
"та похуй тато сказав, шо якщо я не пройду на державне, він мене влаштує до себе на завод працювати",0
"сьогодні мій гєрой електробритва харків. \*вам сканували з будуна і двічі? а потім ше їхати на шулявку. \*\*я ж казала шо я противна зараза",0
"Нешановні альтернативно обдаровані поціновувачі феєрверків! Сідайте відразу на ті хлопушки & салюти сраками, бидло йобане. Ніяк не дійде.",3
"В мене теж ялинки нема. Так у мене ж дитина в хаті. Добре шо Миколай кладе подарунки під подушку а дідмороз ващє хуй з гори, хай валить подалі",3
"помітила, шо затрималась на цій роботі через дві вєщі: 1. вітатись в коридорах треба все менше і менше 2. лінкедін присилає сповіщення привітати когось з новою позицією десь в новам мєстє всьо чащє пора зматувтати удочки... хоча кому я нахєр більше нужна, крім мого піема",0
"Я хотілось б простого, як колись хуєсосання в реплаях, а не отето всьо, отето все фільтрування слів зайобує німножка.",3
"підоресса опшет",2
"піздєц))) я ржала весь фільм) коханий сказав, що втрачаємо час, а я не вимикала, бо було смішно)))",0
"Лайфак: набери текст "Ей ти, мудак зліва від мене, досить витріщатись в мій телефон" Нехай прочитає ;)",4
"Товариш університетсьих часів (не хуй собачий, а кандидат наук зараз) пише на фб, мовляв, лгбт це перший крок до легалізації педофілії і взагалі "побачиш, скоро педофілія ввійде по-повній в ліберастичну адженду" і "ґрунт для легітимізації девіацій вже підготовлено". Чото я злий.",2
"Маємо судження: всі люди – люди, деякі люди – кур'єри, деякі кур'єри – гандони. Зробіти імплікацію?",3
"непанімаю як можна любити шмотки. хотіти кудись за ними йти, вибирати, міряти, купляти. навіть зранку відкриваючи шафу стояти і підбирати шо з чим адєть. люди, які таке вміють робити для мене такі ж нєвєроятні, як іноплянєтяни. бо я чєлавєк-бомж, шо скраю лежить, то й моє одіяніє",3
"ну вот чого нормальні хлопці не клеять, а якісь мудаки - пожалуста?",3
"На черзі ссаніна, хуй чи жопа?",0
"як жаль, що мені не похуй.",0
"так, малі. хто з вас піздабол?)",1
"У стрічці шось стільки твітів про стосунки, шо ідіть нахуй.",4
"Мені вистачило «дельті хуйово, дельту бомбить» в сповіщенні. А чого бомбить-то?",0
"Якщо ти думаєш, що ти уйобіще, невдаха та нічого не вмієш, хочу сказати одну просту річ: ти ще й нікому непотрібен.",1
"вихода це пиздець звісно",0
"В думках : «написать, чи не написать?» На дії : пішло все нахуй",0
"добре, що ти підор:3",1
"Певно, вдруге в житті так трясуться руки й усе обривається всередині. І найгірше, блять,те, що сама довела невеликий трабл до стану піздєца.",0
"Там зрада, а тут просто піздєц :)",0
"Не люблю стояти в метро над сидiннями, з 2го боку стоять мудаки, якi думають, що там лише 1 людина має стояти, дупу вiдтопирить ще й наїжджє",1
"повернулась до хни ---> вже отримала перші компліменти "з вулиці". отже, все правильно зробила вапрос: і нахєра ото було влітку псіхувати?",0
"Блять та ж хуйня, я взагалі стараюся ні з ким зайвий раз не розмовляти й чужі розмови не слухати",0
"І в 80% це твіттерські Підари просто",2
"Як же людей певно бісить коли я відповідаю ідіотськими цитатами...",0
"і заодно скажи що шутнік з тебе хуйовий",1
"Приїдь і забери ту хуйню",0
"Пізда нахуй, як то кажуть",0
"мій улбблений - ванільний:) Посміхайся більше, так нахуй легше посилати:з",0
"Я більше скажу. Краєм краєчком знаю уйобків, які на реабілітації військових хотіли робити бізнес. Почали скуповувати приміщення по Києву, під "центри реабілітації". Для розпилу державних грошей офк, бо ні про яку реальну реабілітацію мова не йшла. Клята влада змусила тікати нахуй",1
"піздєц, а я взагалі вмію вночі не читати книжки, твіти, проходити тести, переписуватися в тг, дивитися серіали, відосікі, а ПРОСТО СПАТИ???",0
"хуйогіка",0
"Як би так смішно шуткануть, щоб усі зрозуміли як мені хуйово цього грьобаного ранку?",0
"- Дарма я тобі пароль від вай-фаю дав. - А шо б я без нету робила? - Спілкувалася б зі мною. Хоча та, хуйня якась.",0
"це йакась хуйня або це все через супер місяць",0
"та я ше хуйово складаю В мене знайомі по 11-13 тащать",0
"він ше й донецький. Всьо, пізда",1
"-Якщо ми будем так цілий рік салати по трохи їсти, то йди ти нахуй! (с)",4
"Найкращі роки свого життя я проводжу в тві, називаючи всіх підорами.",2
"Дратують ідіоти, які намагаються годувати тварин в зоопарку незважаючи на заборону. Від переїдання непідходящою для них їжею вони хворіють!",1
"щойно в тіндері був симпатичний кпішник рівно 200 см зросту, але єдине, що було в мене в голові, коли я бачила його ім'я, це: ""андрюха - хуй тобі в ухо"". юність на районі дається взнаки.",1
"насправді вам пощастило. Ейфелева вежа зблизька дуже уродська, як на мене, нею ліпше милуватись з якогось з мостів",3
"Срані підараси з Макдональдсу зіпсували мені ранок :(",1
"о, пішли перші тексти з наративом mentally ill attacker. ну хуй зна, грабувати банки з мотивацію ""хочу гроші, не хочу робити"", відсидіти і потім вбити мера Гданська зі словами ""ваша партія мені життя зіпсувала"" - я якось інакше собі mental illness уявляв",0
"Бідоськи вболівальники Карпат стоять в якомусь проході на стадіон і вболівають звідти. В них в руках опудало з написом ""Путін - хуйло""",1
"Якшо до вечора не з'явлюсь, то я вмерла, задихнувшись через бомжа в тролейбусі.",0
"піздєц( Крч, все рівно трахну його. І ти теж! Бо так має бути!",4
«"Хуйня якась… Кацапи всєгда такі понятливі – а не понімають…"»,2
"П'ятий, блядь, день!",0
"турбує безсоння? є гарні новини: новий препарат ЗАЇБИСЬ ЯК СКОТИНА.",0
"хуйовихщербин небуває.",0
"ага! Значить ""хуйовий київ"", ""хуйовий слов'янськ"" і ""хуйовий львів"" - це супер, а жарт про ""гейропу"", де я живу - це моветон?)))",3
"Цинічний хуй гг",1
"Мама сказала допити її Криваву Мері. Яка нахуй Мері? Я буха в три піськи",0
"Блядь, та краще б згвалтувала",0
"Як же хуйово, а це лише ранок і дозволену норму ліків я вже випила. Ооооо, о, моя передозєровка!",0
"раніше були різні субкультури - готи, емо, вся хуйня. Потім пропали всі прямо. Зараз спостерігаю тенденцію формування правих субкультур",0
"Нахуй тобі Захід Го суда, тут буде хароший бухач",4
"то рапан, котрого севастопольські бомжі прийняли в піонєри косплеїть бабу Юлю.",1
"та я вже, але то блядь піздєц",0
"Траки української важкої техніки на вулицях Києва найбільші рубці залишають на сраках свинособак і манкуртів доречі. Так як ні асфальт, ні бруківка наразі не постраждали. Інфа сотка.",1
"Якого хєра мене пічкають економічною хуйовіною, якщо моя спеціалізація не економіка, блять?!",0
"підара атвєт",2
"39. Коли мені щось втирають, я мило посміхаюся і кажу, що мені похуй",0
"ідіотка. бачиш твіт про вино - кажеш ""так"" і йдеш. а не відмазок собі шукаєш.",1
"інколи і я малюю, як рагуль...наприклад у векторі",1
"""видєлуватись""? - што, прасті?))) я що на Канари їздила? але ти не зриш в корінь. взагалі-то ми і їздили туди з метою посилити поінформованість і медіаграмотність молоді, тому що інформаційна війна - це не лише кидати какани у бік ворога, а й вичищати гниль зсередини",3
"кажу: сука ця (Йуля) на 200% проруснява – ніхуя не вийде у вас і це факт. А с чєво вьі взялі, що ана проросійская? (сцимо в очі)",1
"Ніхуя, особливо якщо враження потім будуть не дуже",0
"природа створила мене для того, щоб переживати за сказочних довбойобів",1
"Щоб ото так в'єбало з трьох гаражів і 1,25 пива. Піздєц.",0
"Що за піздєц праісходіт в жизні людей?",0
"Так і хочеться зараз послати своїх кентів Тому напишу тут Йдіка ви нахуй, заїбали, сукі",1
"Залишився на 2 тижні з дядьою сам в хаті Це буде піздєц))))))))))))))))))",0
"Блять, да заїбали обертатись на мене в маршрутці. Мої вуха, мої Булети, ідіть нахуй.",1
"Мені нарешті прийшла листівочка ^_^ Два тижні йшла, скотина.",1
"та піздєц, лашкі",0
"Так ще й у пасажира переді мною якесь хуйове крісло і з кожною ямою воно лупить мене по ногах Блє",0
"Страшно дивитися як колишні подружки жирніють. Фейсбук - ти безжальна скотина, лиши мені теплі спогади!",1
"Політика в Україні настільки хуйня, що за цим навіть важко якось мінімально стежити",0
"я посилатиму йобаних людей нахуй вічно,",1
"простіше член, блядь, пришити",0
"думала про це, вирiшила, що до геїв я все ж бiльш толерантна нiж до гетеро-мудакiв а ще розрахунок що геї не стануть це робити",3
"Ну нічо, щас ще місяць ковбашення на тему "я займаюсь хуйнею, я вибрала собі хуйову сродну працю, і я кусок дєрьмінки, якому ніхріна не світить" і попустить. Господі, як же від цього всього больно. Це не світ, де є вибір, це якийсь адовий ад.",0
"Навіть не так. Що у мене ВИЯВЛЯЄТЬСЯ є коробка зі здебільшого сірими й коричневими тюльпанами.",0
"Більшість людей,які мають великі гроші,вважають,що можуть все купити в цьому житті.А от і ні,совісті не куплять,смажитимуться в пеклі,нелюди",3
"один мій знайомий казав, що посваритися з людиною можна, тільки якщо вона мудак.",1
"Твою мать, побачу особисто - загризу нахрєн, хоч потім не будеш мучитись і скиглити. Конкретної інфи й пояснень чому все хуйово, я не бачу, а отже то чисто загон",1
"королева уєбанських вчинків",1
"Ну бо серйозно, вішають всякі далбайоби ярлики на людей, а потім людина себе ненавидить від думки, що справді така лажова.",1
"тим більше, якщо він не може прийти заради тебе вже третій раз - нахуй його",1
"Я: ооо, англічанка заставляє сканувати з її книжки вправи. Куплю собі таку ж. Теж я: да ну нахєр, вона 400грн. В інеті знайду еклетронну",0
"Взяла новий крем для обличчя, а його скільки не втирай, виглядає, наче мені обкінчали лице. Піздєц, я такий безкоштовно могла будь-де знайти",0
"мда, гниль і злість. і вам то в кайф, не розумію?",1
"Зустрілися з викладачем, пару котрого проїбемо. Хуйовінько",0
"-о, а можна я? *тягне рученята або просто зніхуя бере гітару -вздихаю ну, ну, давай лажай з акордами, зривай голос на високих, покажи нам усім, як ахуєнно ти граєш бумбокс. У 97 випадках із 100, ненавиджу людей з гітарами.",1
"Ггг а ну, а ну, де там судді в мене хороші нахуй? Ну, твіт, бодай один?",0
"Лол, передали прівєт від одного депутата на якого я хуйню розміщав. Саша то не по людськи сказали)",0
"Це все, звісно, добре, але до здачі курсака трохи більше тижня, а він досі на стадії "Що це за нахуй?".",0
"або кулею з алкозельцера",0
"Кажуть, що яка різниця скільки років твоїм кедам, якщо ти гуляєш в них по Парижу. Так от, зараз я у Парижі в старих черевиках, які намокли, через що у мене дико відіймаються ноги, і мені взагалі похуй на все, що поруч, я хочу під ковдру додому.",0
"Підаром?",1
"Ця сволоч Симоненко при кожній владі був в шоколаді (с) Ляшко",1
"ладно, вистарчить тут нам з тобою розважати людей)) згортаєм нахєр той цирк))",0
"солідарна) нахєрнада :)) от візьмем медалі, будем радіти) хоч я була прихильницею бойкоту олімпіади, і щоб ніхто з наших не поїхав",0
"Хаха! Зайшов Петришина внук колядувать тай коло курника наїбнувсь на льоду, зламав собі сраченятко, розривівсь і поклигав додому. Хвала Господу Всивишньому за то шо він нас хоть трохи береже від цих колядунів-бомжунів!",1
"бути далбайобом",1
"всьо, пішли всі нахєр, тепер буду слідувати тільки цьому принципу... А то черговий раз на одні і ті ж самі граблі...",0
"Майстер охуєнний. Він ідеєю піздєц як загорівся, тому вже навіть у процесі додавав елементи до основної задумки.",3
">кажеш другу шо тобі хуйово >питає подробності >ігнорить тебе вже третій день >мм, дякую, піду випілюсь",0
"Цікаво, а як живеться людям, в яких нема топографічного кретинізму?",0
"я просто сказав що я підор того достатньо",2
"На кожен пездець є свій похуй.",0
"сестра читає свої вірші, або: відчуй себе бездарним лайном.",3
"- Тре було надихнути його дати в зад. Він п'є йобаний лікер coconut, він же і так підор. (с)",1
"Шось якось піздєц.",0
"Блять, уйобую нахуй в Острог і не вертаюсь. впізду",4
"В мене алергія на оцю хуйню. Нікого ні до чого не агітую, але єдінождьі соврамшьі – нахуй. Все просто. У нормальному соціумі немає ніц ціннішого за довіру. А про яку довіру можна балакати якщо брешуть в очі? Які б там ідеали за тим усим не стояли. Шта? Визнати? Щяс.",3
"Єбаний приват зі своєю єбаною знаціоналізацією.",2
"щось не подобається? Дорога нахуй давно відома, можете пройти без черги.",4
"І ще, вказуючи на деструктивний нелюдяний характер партії-опонента всі вживають кліше 'фашист', могли б і 'більшовик',той же хрін, не кращий",2
"ввечері йдем з на дн. абсуждали план дєйствій і я така кажу: "о, погода зачьот. плаття даже вдягну". йшла, тішила себе цьою мислью, а потім подумала як по-дебільному буду при теперішньому положенії в нього виглядати. ну лан, красота ніколи не була моїм коньком",0
"- Ну і слухай своїх підарів( про hozier) - ну чувак з Placebo теж підар і тобі норм. - ввн бісексуал!",1
"Типу ''на біс'' чи я тоже тупий?",0
"ну ок, тоді я теж страшна. Та ще й піздєц яка",0
"точно, так і пояснюватиму свій дебільний вибір",0
"Маск це той же Джобз — мудак/техно-візіонер. Тільки кінцева мета відповідає романтичнішим уявленням нашого десятиліття про технічний прогрес",3
"Знаєте чого сьогодні у Львові буде проводитися марафон? Так вот, то всі вирішили дружно зібратись та нарешті піти(побігти) на хуй, куди я і посилав.",4
"вперше побачила передачу Голос діти. ви були праві, це дебілізм. а батьки тих дітей повні ідіоти - чистосуб\*єктивнадумка",1
"Анфолловлю Камі за свинство RT : в Черкасах знаю лиш два нормальних твітерця: i .пробачте,та всі інші гамно.",1
"В шоці з стрічки. Мейбі, я приєднаюсь. Льоша підор.",1
"я люблю людей і майже ніколи не кажу, що хтось кінчений чи тупий. намагаюся знайти контакт, якщо треба вживатися. але, курва, вони кінчені.",1
"Як же мене заїбали ці підари, знову жалобами закидали і блокнули у фб на 30 днів.",2
"Ідіотська політика страхування. Ніхто тобі не надасть медичної допомоги, поки не зафіксують випадок. Хоч скрутись і стругай перед ними.",1
"Дякувати богу я далбайоб і мені живеться легше",0
"Так там дощ із сиру-косічка і тараньки Піздєц у тебе воображеніє хуйове",1
"Ніхуясє хто тут",0
"Боже, блять, люди, котрі вважають свої поради єдиними правильними, тому тицяють ними тобі в обличчя так часто, як можуть, просто йдуть нахуй такими кроками, щоб з Соломи у Таллінні почули.",1
"Порахуйте, роззуйте очі блядь.",1
"Коли вже йобана "кривава хунта" покаже накінець зуби? Якийсь я зовсім не толерантний щодо йобаного Михуїла & свідків реформ в Одесі.",1
"Хуйня придумати, що дарувати. Справжній пиздець починається тоді, коли починаються пошуки надуманого",1
"яка раха на кінопоіску віднесла фон трієровських ідіотів до жанру комедії? сміщно.",1
"Скрізь тупі підараси Скрізь тупі підараси Скрізь тупі підараси Скрізь тупі підараси",2
"Думала, з цією роботою в мене імунітет до стогонів, АЛЕ ШОСЬ НІХУЯ.",0
"Піра завалив нахер. 2 днф)",1
"А тепер вони дивляться його відео "Мода Мода" аххххаха :) Та що його вибрала, охуїла \:D",0
"якби думала шо уродська то не закидала б",0
"Шось треба робити дохуя, а робити не хочеться ніхуя.",0
"епічний момент: даша: ТВОЮ МАТЬ! я: ГРЬОБАНИЙ СТИД! макс: ідіотки...",1
"- приїхали кароче в паріж думаєм ахуєнно погуляєм собі і шо ти думаєш? наїбенились, поснули і утром такі блядь пішли хоть воду купим",0
"І БЛЯЯЯЯЯЯ, ЯК МЕНІ ЩОЙНО ЗАСПОЙЛЕРИЛИ, ЦЕ ПІЗДЄЦ, ЛЮДИ, ВИ ГІМНО!(((",1
"Ходжу і тільки матюкаючб, така хуйня що я в ахуї",0
"пробки тут бувають не часто, хіба ідіоти за кермом :) Toyota Corolla",1
"тоді не парься.Головне - не бійся сказати, що він мудак,якщо він мудак. Тебе не силують зустрічатися з ним. І не давай, ліл)",1
"Я знав, що я підор",0
"ну, не суспільство як таке, а нелюдяні режими, лихі сусп.-економ.формації RT : Суспільство - причина неврозів (с) Еріх Фромм",1
"Шо я про то всьо думаю В Хардкісс найкраще шоу В Джамали найкраща пісня і вокал СанСей йде нахєр ПурПур якийсь непонятний виступ покахонтас",1
"Таня, ти гамномік, узбагойся",1
"Підрізати нічого не тра. В тих 200 гривнях тра привезти і відвезти + дати інструмент (свого ніхуя нема) Питання: а нахуй та Європа з заробітками треба? 200х30 – 6000 грн за пів дня, день. Єстессна хуй хто платить які податки з таких "шабашок" – клята влада, доколє?",1
"Ви взагалі уявляєте, як піздєцово мені живеться? Я ревную навіть тих, хто мені не подобається.",0
"та люди піздєц половина стрічки то львів і ніц",0
"70% населення займаються хуй зна чим.",3
"такого піздєца як зараз не було ніколи, ти просто не знаєш",0
"Дуже жаль, мені нравилось бути не скандальною, не обіжакою і прямо говорити, але це ж нєвазможно, не ображаєшся - заїбісь, можна ігнорити, не скандалиш - так тим більше, говориш прямо - треба ще додумати кілотонну хуйні замість вияснити, що ти мала на увазі, якщо недопоняв.",3
"От за що я люблю себе, так за те, що вранці бодуна ваще нема і від хуйового алкоголю. Тільки від старого ринку і молоком хуйовить. Но від нього хуйовить ще навіть від думки про нього",0
"(...) через кращу репрезентацію жінок серед фекьюлті мемберс покращиться видимість і буде більше стимулів вирішувати традиційно здебілшого жіночі проблеми (материнство, секшуал есалт, тощо) і людей, які мають вплив на ці рішення (бо для чоловіків такі проблеми часто є невидимими)",0
"Потім ми довгий час грали в шота на шкільному майданчику. І після цього, як ідіоти, почали танцювати перед школою х)",3
"Ти (втомився від самотності): ну невже не існує хоча б однісінької людини, котра б мене полюбила? Ти (знаходиш таку людину): піздєц, не рухай мене, я хочу бути один.",0
"ну, це я б ще могла пережити, бо тупити - це і моя прерогатива. і здебільшого, якщо я там сідаю, то надовго і мені не спішиться",0
"..процесор у компі виявився заслабкий, надто гальмує гра.. так що я ще не втрачений.. до наступної, принаймні, мрії ідіота (: всьо, добраніч",3
"от всі сміються з мене через мій страх павуків. а вони реально до мене повзуть. на хвилину лишила склянку з водою і туди заліз, паскуда",3
"Їбать, а шо сьогодні вже п'ятниця? Ніхуя сє",0
"Я просто обожнюю . Отже, вистава в трьох діях. Дія 1: я розумію, що якщо не розвіюся, мені піздєц Дія 2: я пишу Баглаю і зву спасатєлєй Малібу на морько Дія 3: Я шукаю квитки В мене найкращі в світі друзі, як не крути.",0
"ти, блядь, знов за своє? От не йметься ж тобі.",3
"Стрічка так відверто та щиро шокована діями Підаросюка – аж сльози течуть. Воно бидлом тупорилим і гандоном було всю дорогу. Чому дивуємося?",3
"наша пріма не вперше не приходить на репетиції без попередження. потім їй телефонує режисер а вона або на дн або ше яка хуйня",3
"Після оновлення твіттера тепер під кожним твітом показує з якого пристрою його було написано. Та їбать, мені нахуй не потрібна ця інформація. Хоч з праски пишіть, аби лиш пробіли перед комами не ставили.",0
"Я забуваю код від під'їзду, час початку пар і дні народження, зате, блядь, формула Ньютона-Лейбніца весь час в голові крутиться.",0
"Шкода, що ти той твіт не знайдеш, бо аж самій цікаво)) Пам'ятаю , коли мій мудак ще тільки починав, то кинув пісню нойза - єто бьіл дождь і",1
